ID;ID_etude;couche_materiel;UA;carre;numero;auteur;support;technotypo;mp;taxon;traces_anthrop;faune_brulee
J25-sn;3226;16';UA 5b;J25;sn;SyR;;;;1;;
J25-sn;3227;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3228;16';UA 5b;J25;sn;SyR;;;;MAM;1;
J25-sn;3229;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3230;16';UA 5b;J25;sn;SyR;;;;MAM;1;
J25-sn;3231;16';UA 5b;J25;sn;SyR;;;;RANG;1;
J25-sn;3232;16';UA 5b;J25;sn;SyR;;;;BB;;
J25-sn;3233;16';UA 5b;J25;sn;SyR;;;;RANG;1;
J25-sn;3234;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3235;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3236;16';UA 5b;J25;sn;SyR;;;;12;;
J25-sn;3237;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3238;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3239;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3240;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3241;16';UA 5b;J25;sn;SyR;;;;RANG;;
J25-sn;3242;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3243;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3244;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3245;16';UA 5b;J25;sn;SyR;;;;MAM;;
J25-sn;3246;16';UA 5b;J25;sn;SyR;;;;12;;
J25-sn;3247;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3248;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3249;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3250;16';UA 5b;J25;sn;SyR;;;;2;;
J25-sn;3251;16';UA 5b;J25;sn;SyR;;;;BOUQUETIN;1;
J25-sn;3252;16';UA 5b;J25;sn;SyR;;;;MAM;;
?-sn;3253;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3254;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3255;16';UA 5b;?;sn;SyR;;;;RANG;1;
?-sn;3256;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3257;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3258;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3259;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3260;16';UA 5b;?;sn;SyR;;;;RANG;;MN
?-sn;3261;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3262;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3263;16';UA 5b;?;sn;SyR;;;;2;1;
?-sn;3264;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3265;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3266;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3267;16';UA 5b;?;sn;SyR;;;;2;1;
?-sn;3268;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3269;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3270;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3271;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3272;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3273;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3274;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3275;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3276;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3277;16';UA 5b;?;sn;SyR;;;;2;1;GB
?-sn;3278;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3279;16';UA 5b;?;sn;SyR;;;;MAM;;
?-sn;3280;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3281;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3282;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3283;16';UA 5b;?;sn;SyR;;;;2;1;
?-sn;3284;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3285;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3286;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3287;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3288;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3289;16';UA 5b;?;sn;SyR;;;;RANG;1;
?-sn;3290;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3291;16';UA 5b;?;sn;SyR;;;;2;1;
?-sn;3292;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3293;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3294;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3295;16';UA 5b;?;sn;SyR;;;;MAM;1;N
?-sn;3296;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3297;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3298;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3299;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3300;16';UA 5b;?;sn;SyR;;;;MAM;1;MN
?-sn;3301;16';UA 5b;?;sn;SyR;;;;1;;
?-sn;3302;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3303;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3304;16';UA 5b;?;sn;SyR;;;;MAM;;
?-sn;3305;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3306;16';UA 5b;?;sn;SyR;;;;RANG;;
?-sn;3307;16';UA 5b;?;sn;SyR;;;;MAM;;
?-sn;3308;16';UA 5b;?;sn;SyR;;;;2;;
?-sn;3309;16';UA 5b;?;sn;SyR;;;;MAM;;
I25/J25-sn;3310;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3311;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3312;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3313;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3314;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3315;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3316;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3317;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3318;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3319;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3320;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3321;16';UA 5b;I25/J25;sn;SyR;;;;2;1;N
I25/J25-sn;3322;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3323;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3324;16';UA 5b;I25/J25;sn;SyR;;;;2;1;N
I25/J25-sn;3325;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3326;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3327;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3328;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3329;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3330;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3331;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3332;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3333;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3334;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3335;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3336;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3337;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3338;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3339;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3340;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3341;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3342;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3343;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3344;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3345;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;MN
I25/J25-sn;3346;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;NG
I25/J25-sn;3347;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;NG
I25/J25-sn;3348;16';UA 5b;I25/J25;sn;SyR;;;;2;1;NG
I25/J25-sn;3349;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;N
I25/J25-sn;3350;16';UA 5b;I25/J25;sn;SyR;;;;2;1;NG
I25/J25-sn;3351;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;NG
I25/J25-sn;3352;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3353;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3354;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3355;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3356;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3357;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3358;16';UA 5b;I25/J25;sn;SyR;;;;1;;
I25/J25-sn;3359;16';UA 5b;I25/J25;sn;SyR;;;;12;1;
I25/J25-sn;3360;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3361;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3362;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3363;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3364;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3365;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3366;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3367;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3368;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3369;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3370;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3371;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3372;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3373;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3374;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3375;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3376;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3377;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3378;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3379;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3380;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3381;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3382;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3383;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3384;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3385;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3386;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3387;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3388;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3389;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3390;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3391;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3392;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3393;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3394;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3395;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3396;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3397;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3398;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3399;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3400;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3401;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3402;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3403;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3404;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3405;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3406;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3407;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3408;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3409;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3410;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3411;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3412;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3413;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3414;16';UA 5b;I25/J25;sn;SyR;;;;1;;
I25/J25-sn;3415;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3416;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3417;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3418;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3419;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3420;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3421;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3422;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3423;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3424;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3425;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3426;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3427;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3428;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3429;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3430;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3431;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3432;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3433;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3434;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3435;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3436;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3437;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3438;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3439;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3440;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3441;16';UA 5b;I25/J25;sn;SyR;;;;BOUQUETIN;;
I25/J25-sn;3442;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3443;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3444;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3445;16';UA 5b;I25/J25;sn;SyR;;;;1;;
I25/J25-sn;3446;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3447;16';UA 5b;I25/J25;sn;SyR;;;;4;;
I25/J25-sn;3448;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3449;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3450;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3451;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3452;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3453;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3454;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3455;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3456;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3457;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3458;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3459;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3460;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3461;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3462;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3463;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3464;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3465;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3466;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;NG
I25/J25-sn;3467;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;N
I25/J25-sn;3468;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;G
I25/J25-sn;3469;16';UA 5b;I25/J25;sn;SyR;;;;MAM;1;G
I25/J25-sn;3470;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3471;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3472;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3473;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3474;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3475;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3476;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3477;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3478;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3479;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3480;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3481;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3482;16';UA 5b;I25/J25;sn;SyR;;;;1;;
I25/J25-sn;3483;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3484;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3485;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3486;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3487;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3488;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3489;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3490;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3491;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3492;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3493;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3494;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3495;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3496;16';UA 5b;I25/J25;sn;SyR;;;;RANG;1;
I25/J25-sn;3497;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3498;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3499;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3500;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3501;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3502;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3503;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3504;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3505;16';UA 5b;I25/J25;sn;SyR;;;;MAM;;
I25/J25-sn;3506;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3507;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3508;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3509;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3510;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3511;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3512;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3513;16';UA 5b;I25/J25;sn;SyR;;;;RANG;;
I25/J25-sn;3514;16';UA 5b;I25/J25;sn;SyR;;;;4;1;
I25/J25-sn;3515;16';UA 5b;I25/J25;sn;SyR;;;;2;1;MN
I25/J25-sn;3516;16';UA 5b;I25/J25;sn;SyR;;;;2;1;MN
I25/J25-sn;3517;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3518;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3519;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3520;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3521;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3522;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3523;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3524;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3525;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3526;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3527;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3528;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3529;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3530;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3531;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3532;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3533;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3534;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3535;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3536;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3537;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3538;16';UA 5b;I25/J25;sn;SyR;;;;2;1;
I25/J25-sn;3539;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3540;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3541;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3542;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3543;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3544;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3545;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3546;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3547;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3548;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3549;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3550;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3551;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3552;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3553;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3554;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3555;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3556;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3557;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3558;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3559;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3560;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3561;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3562;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3563;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3564;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3565;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3566;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3567;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3568;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3569;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3570;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3571;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3572;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3573;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3574;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3575;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3576;16';UA 5b;I25/J25;sn;SyR;;;;2;;
I25/J25-sn;3577;16';UA 5b;I25/J25;sn;SyR;;;;2;;
