ID;ID_etude;couche_materiel;UA;carre;numero;auteur;support;technotypo;mp;taxon;traces_anthrop;faune_brulee
I26-sn;7591;12;UA 4b;I26;sn;SyR;;;;2;;
I26-sn;7592;12;UA 4b;I26;sn;SyR;;;;RANG;;
J24-209;7593;12;UA 4b;J24;209;SyR;;;;BOUQUETIN;;
?-sn;7594;12;UA 4b;?;sn;SyR;;;;2;;
K22-sn;7595;12;UA 4b;K22;sn;SyR;;;;RANG;;
?-sn;7596;12;UA 4b;?;sn;SyR;;;;BOUQUETIN;;
?-sn;7597;12;UA 4b;?;sn;SyR;;;;BOUQUETIN;;
J25-sn;7598;12;UA 4b;J25;sn;SyR;;;;CERF;;
J25-137;7599;12/13a?;UA 4b;J25;137;SyR;;;;BOUQUETIN;;
J25-210;7600;13a;UA 4b;J25;210;SyR;;;;BOUQUETIN;;
J25-98;7601;12;UA 4b;J25;98;SyR;;;;RANG;1;
J25-sn;7602;12;UA 4b;J25;sn;SyR;;;;RANG;;
H26-sn;7603;12;UA 4b;H26;sn;SyR;;;;MAM;;
H26-sn;7604;12;UA 4b;H26;sn;SyR;;;;MAM;;
H26-sn;7605;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7606;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7607;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7608;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7609;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7610;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7611;12;UA 4b;H26;sn;SyR;;;;RANG;1;
H26-sn;7612;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7613;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7614;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7615;12;UA 4b;H26;sn;SyR;;;;RANG;1;
H26-sn;7616;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7617;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7618;12;UA 4b;H26;sn;SyR;;;;RANG;;
H26-sn;7619;12;UA 4b;H26;sn;SyR;;;;34;1;
H26-sn;7620;12;UA 4b;H26;sn;SyR;;;;BB;;
H26-sn;7621;12;UA 4b;H26;sn;SyR;;;;CAB;1;
H26-sn;7622;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7623;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7624;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7625;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7626;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7627;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7628;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7629;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7630;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7631;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7632;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7633;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7634;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7635;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7636;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7637;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7638;12;UA 4b;H26;sn;SyR;;;;2;;
H26-sn;7639;12;UA 4b;H26;sn;SyR;;;;2;;
?-sn;7640;12;UA 4b;?;sn;SyR;;;;2;1;
?-sn;7641;12;UA 4b;?;sn;SyR;;;;2;1;
?-sn;7642;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7643;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7644;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7645;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7646;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7647;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7648;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7649;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7650;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7651;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7652;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7653;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7654;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7655;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7656;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7657;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7658;12;UA 4b;?;sn;SyR;;;;2;1;
?-sn;7659;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7660;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7661;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7662;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7663;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7664;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7665;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7666;12;UA 4b;?;sn;SyR;;;;2;1;M
?-sn;7667;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7668;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7669;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7670;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7671;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7672;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7673;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7674;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7675;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7676;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7677;12;UA 4b;?;sn;SyR;;;;RANG;1;M
?-sn;7678;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7679;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7680;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7681;12;UA 4b;?;sn;SyR;;;;CHAMOIS;1;
?-sn;7682;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
J24-115;7683;12;UA 4b;J24;115;SyR;;;;RANG;;
?-sn;7684;12;UA 4b;?;sn;SyR;;;;MAM;;
?-sn;7685;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7686;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7687;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7688;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7689;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7690;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7691;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7692;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7693;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7694;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7695;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7696;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7697;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7698;12;UA 4b;?;sn;SyR;;;;BOUQUETIN;1;
?-sn;7699;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7700;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7701;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7702;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7703;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7704;12;UA 4b;?;sn;SyR;;;;CERF;1;
?-sn;7705;12;UA 4b;?;sn;SyR;;;;2;1;
?-sn;7706;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7707;12;UA 4b;?;sn;SyR;;;;RANG;1;
?-sn;7708;12;UA 4b;?;sn;SyR;;;;4;;
?-sn;7709;12;UA 4b;?;sn;SyR;;;;BOUQUETIN;;
?-sn;7710;12;UA 4b;?;sn;SyR;;;;RANG;1;
J23-47;7711;12;UA 4b;J23;47;SyR;;;;BOUQUETIN;1;
?-sn;7712;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7713;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7714;12;UA 4b;?;sn;SyR;;;;BB;;
?-sn;7715;12;UA 4b;?;sn;SyR;;;;CAB;1;
?-sn;7716;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7717;12;UA 4b;?;sn;SyR;;;;BB;;
?-sn;7718;12;UA 4b;?;sn;SyR;;;;BB;;
?-sn;7719;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7720;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
?-sn;7721;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
?-sn;7722;12;UA 4b;?;sn;SyR;;;;2;;
?-sn;7723;12;UA 4b;?;sn;SyR;;;;BB;;
?-sn;7724;12;UA 4b;?;sn;SyR;;;;RANG;;
?-sn;7725;12;UA 4b;?;sn;SyR;;;;23;1;
L23-sn;7726;8;UA ?;L23;sn;SyR;;parure;;BB;1;
?-sn;7727;12;UA 4b;?;sn;SyR;;parure;;2;1;
?-sn;7728;12;UA 4b;?;sn;SyR;;parure;;RANG;1;
?-sn;7729;12;UA 4b;?;sn;SyR;;parure;;RANG;1;
J25-sn;7730;12;UA 4b;J25;sn;SyR;;parure;;2;1;
K25-2?4;7731;13c;UA ?;K25;2?4;SyR;;parure;;RANG;1;
J25-246;7732;13a;UA 4b;J25;246;SyR;;parure;;RANG;1;
?-sn;7733;13a;UA 4b;?;sn;SyR;;parure;;RANG;1;
?-sn;7734;13c;UA 4c;?;sn;SyR;;parure;;RANG;1;
I25? J25?-sn;7735;13c;UA 4c;I25? J25?;sn;SyR;;parure;;RANG;1;
?-sn;7736;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7737;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7738;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7739;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7740;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7741;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7742;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7743;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7744;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7745;11;UA 4a;?;sn;SyR;;parure;;2;1;
?-sn;7746;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7747;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
K22-30;7748;11;UA 4a;K22;30;SyR;;parure;;RANG;1;
?-sn;7749;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7750;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7751;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7752;11;UA 4a;?;sn;SyR;;parure;;RANG;1;
?-sn;7753;4'2;UA 1a;?;sn;SyR;;parure;;2;1;
?-sn;7754;13;UA ?;?;sn;SyR;;parure;;2;1;
?-sn;7755;13;UA ?;?;sn;SyR;;parure;;2;1;
?-sn;7756;13;UA ?;?;sn;SyR;;parure;;RANG;1;
?-sn;7757;13;UA ?;?;sn;SyR;;parure;;RANG;1;
?-sn;7758;13;UA ?;?;sn;SyR;;parure;;RANG;1;
?-sn;7759;13;UA ?;?;sn;SyR;;parure;;CHAMOIS;1;
?-sn;7760;5;UA 1b;?;sn;SyR;;parure;;RANG;1;
K25-349;7761;12;UA 4b;K25;349;SyR;;;;CAB;;
?-sn;7762;12;UA 4b;?;sn;SyR;;;;CERF;;
?-sn;7763;12;UA 4b;?;sn;SyR;;;;CERF;;
J26-sn;7764;12;UA 4b;J26;sn;SyR;;;;RANG;;
J26-101;7765;12;UA 4b;J26;101;SyR;;;;RANG;;
J26-98;7766;12;UA 4b;J26;98;SyR;;;;RANG;;
J26-sn;7767;12;UA 4b;J26;sn;SyR;;;;RANG;;
H26-sn;7768;12;UA 4b;H26;sn;SyR;;;;RANG;1;
I26-sn;7769;12;UA 4b;I26;sn;SyR;;;;RANG;1;
K25-sn;7770;12;UA 4b;K25;sn;SyR;;;;RANG;;
J26-sn;7771;12;UA 4b;J26;sn;SyR;;;;RANG;;
J26-sn;7772;12;UA 4b;J26;sn;SyR;;;;RANG;;
K26-sn;7773;12;UA 4b;K26;sn;SyR;;;;RANG;;
K26-sn;7774;12;UA 4b;K26;sn;SyR;;;;RANG;1;
H26-sn;7775;12;UA 4b;H26;sn;SyR;;;;RANG;;
I26-sn;7776;12;UA 4b;I26;sn;SyR;;;;RANG;;
I26-sn;7777;12;UA 4b;I26;sn;SyR;;;;RANG;;
J26-sn;7778;12;UA 4b;J26;sn;SyR;;;;RANG;;
I26-sn;7779;12;UA 4b;I26;sn;SyR;;;;RANG;;
H26-sn;7780;12;UA 4b;H26;sn;SyR;;parure;;RANG;1;
H26-sn;7781;12;UA 4b;H26;sn;SyR;;parure;;RANG;1;
K26-sn;7782;12;UA 4b;K26;sn;SyR;;;;RANG;;
I26-sn;7783;12;UA 4b;I26;sn;SyR;;;;RANG;;
K26-187;7784;12;UA 4b;K26;187;SyR;;;;RANG;1;
K26-186;7785;12;UA 4b;K26;186;SyR;;;;CAB;;
K25-376;7786;12;UA 4b;K25;376;SyR;;;;CAB;;
K26-sn;7787;12;UA 4b;K26;sn;SyR;;;;CAB;;
H26-sn;7788;12;UA 4b;H26;sn;SyR;;;;BOUQUETIN;;
K25-sn;7789;12;UA 4b;K25;sn;SyR;;;;BOUQUETIN;;
K25-sn;7790;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7791;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7792;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7793;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7794;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7795;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7796;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7797;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7798;12;UA 4b;K25;sn;SyR;;;;CHAMOIS;;
K25-sn;7799;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7800;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7801;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7802;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7803;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7804;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7805;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7806;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7807;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7808;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7809;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7810;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7811;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7812;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7813;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7814;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7815;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7816;12;UA 4b;K25;sn;SyR;;;;RANG;1;
K25-sn;7817;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7818;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7819;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7820;12;UA 4b;K25;sn;SyR;;;;2;1;
K25-sn;7821;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7822;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7823;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7824;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7825;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7826;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7827;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7828;12;UA 4b;K25;sn;SyR;;;;BOUQUETIN;;
K25-sn;7829;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7830;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7831;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7832;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7833;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7834;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7835;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7836;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7837;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7838;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7839;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7840;12;UA 4b;K25;sn;SyR;;;;RANG;;
K25-sn;7841;12;UA 4b;K25;sn;SyR;;;;RANG;;
?-sn;7842;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
?-sn;7843;12;UA 4b;?;sn;SyR;;;;CHAMOIS;1;
K24-122;7844;12;UA 4b;K24;122;SyR;;;;CHAMOIS;;
?-sn;7845;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
?-sn;7846;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
?-sn;7847;12;UA 4b;?;sn;SyR;;;;CHAMOIS;;
J24-209;7848;12;UA 4b;J24;209;SyR;;;;CHAMOIS;;
J24-129;7849;12;UA 4b;J24;129;SyR;;;;CHAMOIS;;
K25-sn;7850;12;UA 4b;K25;sn;SyR/JBM;;;;1;;
K25-sn;7851;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7852;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7853;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7854;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7855;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7856;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7857;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7858;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7859;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7860;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7861;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7862;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7863;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7864;12;UA 4b;K25;sn;SyR;;;;MAM;1;
K25-sn;7865;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7866;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7867;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7868;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7869;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7870;12;UA 4b;K25;sn;SyR;;;;MAM;;
K25-sn;7871;12;UA 4b;K25;sn;SyR;;;;34;;
K25-sn;7872;12;UA 4b;K25;sn;SyR;;;;4;;
K25-sn;7873;12;UA 4b;K25;sn;SyR;;;;4;;
K25-sn;7874;12;UA 4b;K25;sn;SyR;;;;4;;
K25-sn;7875;12;UA 4b;K25;sn;SyR;;;;CAB;;
K25-sn;7876;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7877;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7878;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7879;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7880;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7881;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7882;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7883;12;UA 4b;K25;sn;SyR;;;;2;1;
K25-sn;7884;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7885;12;UA 4b;K25;sn;SyR;;;;2;1;
K25-sn;7886;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7887;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7888;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7889;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7890;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7891;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7892;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7893;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7894;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7895;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7896;12;UA 4b;K25;sn;SyR;;;;23;;
K25-sn;7897;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7898;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7899;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7900;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7901;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7902;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7903;12;UA 4b;K25;sn;SyR;;;;2;1;
K25-sn;7904;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7905;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7906;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7907;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7908;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7909;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7910;12;UA 4b;K25;sn;SyR;;;;23;;
K25-sn;7911;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7912;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7913;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7914;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7915;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7916;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7917;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7918;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7919;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7920;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7921;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7922;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7923;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7924;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7925;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7926;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7927;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7928;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7929;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7930;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7931;12;UA 4b;K25;sn;SyR;;;;12;;
K25-sn;7932;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7933;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7934;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7935;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7936;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7937;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7938;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7939;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7940;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7941;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7942;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7943;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7944;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7945;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7946;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7947;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7948;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7949;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7950;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7951;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7952;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7953;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7954;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7955;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7956;12;UA 4b;K25;sn;SyR;;;;23;;
K25-sn;7957;12;UA 4b;K25;sn;SyR;;;;23;;
K25-sn;7958;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7959;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7960;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7961;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7962;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7963;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7964;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7965;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7966;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7967;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7968;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7969;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7970;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7971;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7972;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7973;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7974;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7975;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7976;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7977;12;UA 4b;K25;sn;SyR;;;;2;1;
K25-sn;7978;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7979;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7980;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7981;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7982;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7983;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7984;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7985;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7986;12;UA 4b;K25;sn;SyR;;;;2;;
K25-sn;7987;12;UA 4b;K25;sn;SyR;;;;2;1;
